fips,slope,sand_pct,silt_pct,clay_pct,organic_matter_pct,pH_soil,awc_soil,cec_soil
46019,9.87,32.173,36.358,31.721,1.378,7.312,0.145,21.383
46021,6.44,34.174,40.545,25.281,2.971,7.265,0.172,20.143
46023,5.62,25.214,46.821,27.973,2.469,7.246,0.172,21.895
46025,4.42,33.924,40.762,25.315,3.443,7.243,0.183,21.089
46027,3.85,26.095,46.046,27.859,2.732,7.255,0.174,25.059
46029,4.75,29.509,46.373,24.118,3.132,7.196,0.186,19.251
46031,8.53,37.735,33.904,29.245,1.831,7.347,0.149,20.371
46035,4.29,32.656,43.513,23.831,2.861,7.222,0.186,19.792
46037,5.16,30.758,43.699,25.543,3.506,7.313,0.18,21.17
46039,5.56,32.848,42.715,24.437,3.559,7.194,0.182,20.455
46041,7.61,27.999,37.787,34.267,1.955,7.402,0.144,23.889
46043,3.84,29.406,45.097,25.497,2.897,7.063,0.184,20.784
46045,5.35,32.883,42.123,24.994,3.314,7.236,0.185,20.585
46047,14.27,35.055,39.003,25.03,1.761,7.361,0.145,19.319
46049,4.36,34.117,40.356,25.527,3.155,7.199,0.184,20.749
46051,6.9,35.345,40.731,23.924,3.402,7.232,0.181,19.691
46053,8.05,34.041,36.45,29.451,1.883,7.203,0.148,22.142
46055,7.61,21.231,38.327,40.405,1.74,7.547,0.134,28.197
46057,4.71,28.326,46.949,24.725,3.511,7.169,0.186,21.181
46059,5.47,29.403,40.628,29.969,2.554,7.165,0.174,22.419
46063,9.51,45.642,29.846,24.128,1.487,7.327,0.143,17.164
46065,6.33,23.809,44.262,31.967,2.037,7.31,0.164,23.566
46069,5.7,28.595,39.095,32.291,2.331,7.245,0.165,24.795
46073,4.03,30.769,40.863,28.368,2.897,7.085,0.183,21.444
46075,6.55,17.64,39.18,43.106,1.902,7.508,0.128,30.865
46077,3.69,29.385,44.973,25.642,3.2,7.183,0.185,21.284
46079,5.43,25.571,47.819,26.611,3.178,6.999,0.188,21.179
46083,7.69,21.573,50.34,28.087,3.157,6.952,0.188,24.024
46085,7.64,19.017,42.899,37.918,2.052,7.387,0.139,27.899
46087,3.82,29.437,44.529,26.035,3.386,7.063,0.191,21.259
46089,4.62,37.269,38.049,24.682,3.199,7.209,0.183,20.16
46091,5.21,33.966,41.934,24.1,3.786,7.196,0.18,20.086
46095,8.27,25.742,38.757,35.649,1.76,7.465,0.138,25.771
46097,2.35,23.639,48.01,28.352,3.336,7.057,0.193,22.135
46099,6.87,25.62,47.227,26.623,3.052,6.954,0.187,20.943
46101,5.58,27.094,47.36,25.546,3.329,6.997,0.19,20.643
46105,6.47,41.334,34.87,23.963,2.13,7.235,0.161,17.391
46107,5.76,25.926,44.593,29.481,2.875,7.213,0.179,22.686
46109,6.19,35.07,42.143,22.787,3.69,7.321,0.183,19.46
46111,2.93,48.169,30.913,20.918,2.397,7.098,0.157,16.374
46115,3.51,30.999,43.534,25.467,3.478,7.181,0.184,20.758
46117,7.68,17.956,41.543,40.353,1.97,7.459,0.138,28.594
46119,5.25,21.639,46.487,32.208,2.268,7.2,0.174,23.839
46121,8.68,63.049,22.185,14.108,3.012,7.113,0.133,13.192
46123,7.78,38.29,33.865,27.853,1.975,7.203,0.144,21.013
46125,4.18,28.692,45.124,26.184,3.414,7.066,0.19,21.027
46127,4.79,20.966,49.487,29.547,2.53,7.246,0.174,25.061
46129,5.71,30.179,43.785,26.037,2.816,7.224,0.178,20.666
46135,5.65,23.063,48.568,28.369,2.983,7.194,0.181,25.378
46137,9.44,32.379,35.401,32.266,1.553,7.453,0.14,22.18
47003,10.19,16.595,53.98,29.425,1.534,5.754,0.171,18.538
47005,10.13,22.99,54.368,22.642,0.864,5.385,0.174,9.388
47007,14.2,33.46,43.969,22.572,0.971,5.065,0.154,15.74
47011,12.47,25.156,48.245,26.598,1.105,5.311,0.152,15.2
47015,13.33,19.247,53.763,26.99,1.485,5.58,0.166,14.571
47017,8.21,18.251,60.872,20.877,0.812,5.249,0.198,11.854
47019,30.96,41.175,38.87,19.052,3.208,5.179,0.148,13.737
47021,10.12,17.327,60.067,22.606,1.679,5.554,0.175,11.818
47023,8.21,31.2,43.254,25.546,0.759,5.218,0.172,13.287
47025,17.99,31.349,44.999,23.653,1.325,5.184,0.152,15.838
47031,8.09,26.47,48.924,24.606,1.456,5.365,0.171,14.58
47033,5.08,9.328,70.143,20.529,0.965,5.364,0.206,10.13
47035,19.43,38.172,39.07,21.827,1.226,5.096,0.155,17.639
47039,10.59,26.565,48.927,24.508,1.047,5.262,0.168,16.34
47041,11.85,19.519,54.094,26.386,1.375,5.431,0.168,15.333
47043,11.73,21.159,57.679,21.162,1.63,5.483,0.169,10.903
47045,6.17,14.211,62.032,23.757,1.24,5.779,0.195,16.795
47047,7.09,16.646,63.984,19.37,0.978,5.273,0.207,10.408
47051,11.96,29.49,44.915,25.595,1.295,5.336,0.158,14.429
47053,6.23,8.833,69.323,21.843,0.852,5.28,0.206,10.919
47055,12.03,19.762,52.046,28.192,1.357,5.58,0.159,17.9
47057,20.77,30.726,43.01,26.264,1.344,5.233,0.141,15.009
47059,22.54,31.823,43.747,23.951,1.826,5.358,0.148,14.942
47061,12.9,33.741,43.365,22.895,1.502,5.16,0.165,20.361
47063,15.76,26.397,45.07,28.533,1.244,5.454,0.159,16.123
47065,12.94,29.329,47.3,23.372,1.283,5.157,0.158,14.906
47069,7.99,23.499,53.773,22.728,0.884,5.21,0.181,11.656
47071,9.48,29.024,45.12,25.681,0.962,5.23,0.17,17.741
47075,7.82,10.865,69.134,20.001,0.998,5.415,0.202,11.353
47077,9.21,28.95,50.257,20.793,0.8,5.106,0.182,11.434
47079,10.31,20.284,57.221,22.495,0.81,5.422,0.182,9.457
47081,13.95,19.849,56.789,23.363,1.334,5.541,0.17,14.192
47085,7.55,21.8,56.246,22.191,1.562,5.463,0.173,13.48
47087,14.2,21.362,55.02,23.568,1.498,5.531,0.17,11.876
47089,17.05,25.954,46.312,27.734,1.12,5.354,0.154,14.077
47091,36.42,41.56,40.751,15.978,3.24,5.142,0.148,17.471
47095,0.96,20.465,50.043,29.183,1.934,6.593,0.183,22.694
47097,3.88,12.831,62.202,24.968,1.188,6.008,0.194,17.504
47099,10.0,19.07,56.964,23.878,1.077,5.175,0.159,13.519
47103,13.08,19.187,55.144,25.669,1.48,5.573,0.174,15.694
47105,14.36,25.358,46.394,28.248,1.226,5.26,0.156,16.785
47107,18.08,32.265,41.86,25.016,2.54,5.295,0.159,10.273
47109,7.34,30.484,44.943,24.573,0.921,5.174,0.171,20.546
47111,13.49,18.53,57.766,23.704,1.475,5.575,0.161,12.626
47113,6.7,16.435,64.2,19.365,0.96,5.202,0.194,9.662
47115,11.7,35.795,39.81,24.395,1.371,5.25,0.15,16.898
47117,12.89,19.378,50.9,29.722,1.489,5.765,0.169,16.863
47119,10.72,18.242,53.42,28.338,1.487,5.788,0.169,16.845
47121,11.78,29.046,43.928,26.773,1.608,5.458,0.165,10.89
47123,16.29,30.112,43.949,25.939,1.263,5.247,0.156,15.955
47125,8.17,15.732,61.568,22.7,1.628,5.738,0.187,11.426
47127,11.19,17.658,57.962,24.38,1.598,5.6,0.177,14.479
47131,6.53,6.212,72.209,21.579,1.387,5.688,0.209,16.242
47133,18.47,30.706,46.643,22.654,1.408,5.351,0.156,9.881
47135,14.67,20.562,54.744,24.693,1.359,5.385,0.168,11.843
47139,22.29,35.746,42.049,22.204,1.956,5.084,0.148,12.074
47143,15.25,34.802,41.302,23.896,1.197,5.462,0.16,10.326
47147,11.21,18.162,56.803,25.035,1.389,5.529,0.166,12.546
47149,8.85,17.016,53.517,29.468,1.519,5.851,0.169,18.821
47153,14.21,37.561,40.69,21.749,1.323,5.036,0.159,17.012
47157,6.93,11.763,67.162,21.039,1.006,5.887,0.198,15.941
47159,14.07,18.232,53.401,28.368,1.374,5.752,0.163,17.482
47161,12.55,20.532,57.739,21.729,1.509,5.544,0.173,12.119
47163,28.69,35.96,42.599,21.44,1.936,5.264,0.144,15.408
47165,10.21,17.59,56.682,25.727,1.552,5.691,0.173,15.688
47167,4.73,12.737,66.426,20.837,1.347,5.95,0.2,14.868
47169,12.72,18.029,53.042,28.929,1.512,5.817,0.17,17.951
47177,12.61,30.288,45.434,24.279,1.376,5.294,0.165,13.631
47179,20.37,33.67,42.17,23.989,1.5,5.304,0.155,11.703
47181,12.4,22.312,53.375,24.314,1.207,5.277,0.169,16.708
47183,8.32,12.753,68.595,18.652,0.956,5.24,0.198,10.826
47187,10.89,19.558,52.115,28.327,1.356,5.718,0.165,17.01
47189,10.91,17.973,52.695,29.332,1.431,5.782,0.175,17.473
48011,4.12,44.281,29.56,26.444,1.31,7.767,0.15,17.936
48013,2.96,55.872,20.568,23.559,1.561,7.1,0.133,15.527
48017,2.15,60.804,19.932,19.265,1.227,7.806,0.129,13.916
48021,3.16,48.639,24.852,26.509,1.283,6.891,0.134,19.749
48025,2.0,54.237,19.417,26.345,1.686,7.416,0.136,19.533
48027,3.25,24.04,36.321,39.639,2.049,7.697,0.149,29.765
48029,5.42,37.851,29.558,32.591,1.864,7.538,0.136,22.138
48035,3.65,43.545,27.687,28.768,1.464,7.373,0.139,18.483
48037,3.31,42.221,30.729,26.949,1.321,5.971,0.145,20.418
48039,0.61,37.125,32.18,30.695,2.457,7.302,0.118,23.783
48041,3.14,47.813,26.002,26.493,1.157,6.378,0.13,18.651
48045,7.09,43.192,30.671,26.138,1.307,7.807,0.142,18.715
48051,3.68,46.537,25.958,27.474,1.228,6.549,0.133,20.402
48055,3.95,41.77,27.812,30.417,1.572,7.317,0.137,23.562
48057,0.92,51.717,22.834,25.449,1.519,7.356,0.1,18.577
48061,1.05,36.829,32.039,31.133,1.344,8.009,0.123,20.676
48065,7.02,43.052,30.401,26.547,1.528,7.812,0.147,19.348
48069,2.44,37.157,31.882,30.961,1.845,7.817,0.156,23.068
48083,3.7,36.835,31.047,32.118,1.712,7.584,0.144,22.859
48085,4.2,22.274,35.736,41.99,1.876,7.812,0.149,31.729
48089,2.41,56.028,22.855,21.117,1.21,6.523,0.133,14.882
48093,3.84,46.214,26.762,27.024,1.379,7.299,0.133,17.602
48097,3.99,48.736,23.927,27.337,1.364,7.145,0.137,18.144
48099,3.91,31.403,35.621,32.976,2.335,7.669,0.134,23.969
48111,2.05,54.001,24.506,21.493,1.008,7.798,0.145,15.443
48113,3.59,32.598,31.099,36.468,1.545,7.387,0.143,26.388
48117,5.07,42.043,30.687,27.27,1.506,7.907,0.148,20.032
48121,3.57,36.504,27.935,35.562,1.455,7.227,0.143,25.168
48123,2.42,52.509,21.352,26.068,1.516,7.259,0.129,20.556
48129,6.87,51.538,27.672,20.791,1.242,7.582,0.14,15.071
48139,3.67,24.917,33.64,41.462,1.729,7.56,0.145,30.169
48143,4.09,50.062,25.908,24.03,1.317,7.125,0.138,15.17
48145,2.76,36.078,30.586,33.336,1.457,7.246,0.146,24.032
48147,3.47,31.836,35.773,32.39,1.342,6.928,0.156,23.212
48149,4.13,50.047,23.441,26.513,1.366,6.789,0.127,20.078
48153,5.13,50.153,26.057,23.79,1.214,7.749,0.137,17.193
48157,1.33,37.13,33.878,28.992,1.821,6.807,0.15,22.714
48163,2.16,48.622,26.255,25.124,1.615,7.322,0.139,15.96
48171,6.17,39.261,30.067,30.672,1.735,7.326,0.134,22.024
48175,1.77,56.941,19.378,23.681,1.66,7.102,0.13,17.989
48177,3.43,47.349,24.022,28.629,1.383,6.906,0.133,21.369
48179,5.8,53.016,25.343,21.563,1.225,7.634,0.134,14.678
48181,4.49,35.676,29.646,34.679,1.261,7.204,0.138,23.722
48185,3.56,50.8,24.113,25.087,1.209,6.346,0.13,17.744
48187,3.97,33.401,32.593,34.006,1.678,7.436,0.139,27.519
48189,2.1,53.762,24.288,21.95,1.447,7.77,0.14,15.793
48195,4.39,39.152,34.041,26.807,1.345,7.797,0.152,19.257
48201,0.75,45.824,35.031,19.145,1.396,5.603,0.151,14.899
48205,4.96,55.585,23.012,21.403,0.928,7.854,0.138,14.734
48215,2.25,48.292,26.73,24.978,1.285,7.643,0.127,16.116
48217,3.72,39.278,29.54,31.182,1.406,7.335,0.137,21.828
48219,2.99,53.598,23.763,22.639,1.301,7.936,0.136,15.898
48225,4.15,51.373,26.763,21.864,1.204,5.682,0.133,16.242
48231,3.64,27.446,33.287,39.267,1.573,7.121,0.146,30.479
48233,6.12,47.451,30.306,22.243,1.188,7.843,0.151,14.808
48239,1.06,51.321,21.969,26.71,1.887,6.718,0.122,20.61
48249,1.83,58.718,18.897,22.385,1.534,7.4,0.132,15.913
48251,3.72,37.66,30.132,32.208,1.515,7.351,0.143,22.738
48255,4.0,44.826,23.104,31.979,1.747,7.477,0.134,24.246
48279,2.51,59.748,20.564,19.688,1.257,7.829,0.128,13.882
48285,2.36,52.361,21.655,25.984,1.514,6.816,0.135,21.385
48287,3.82,56.742,21.731,21.527,1.064,6.295,0.129,14.8
48291,1.01,45.53,37.988,16.482,1.507,5.217,0.158,11.445
48293,3.83,48.089,24.384,27.527,1.298,6.677,0.135,21.36
48295,4.24,45.705,31.768,22.527,1.325,7.663,0.148,15.695
48297,2.58,41.747,24.935,33.304,1.906,7.633,0.14,25.0
48309,4.54,31.79,33.0,35.21,1.837,7.532,0.139,26.425
48321,0.78,35.772,30.642,33.586,2.44,6.874,0.129,25.717
48325,5.11,42.595,26.962,30.444,2.091,7.492,0.133,20.364
48331,2.85,41.433,28.425,30.296,1.425,7.137,0.142,22.755
48341,5.58,51.188,27.689,21.123,1.219,7.789,0.142,13.727
48349,3.8,40.125,26.651,33.224,1.485,7.033,0.143,25.225
48355,2.19,52.57,20.584,26.846,1.302,7.547,0.12,19.791
48357,3.76,32.107,38.31,29.159,1.57,7.792,0.155,19.513
48369,2.34,44.962,28.192,26.846,1.676,7.88,0.148,19.769
48381,6.2,38.869,32.273,28.897,1.574,7.881,0.151,20.086
48387,2.13,37.534,28.025,34.441,1.337,6.681,0.151,23.579
48391,1.16,51.06,21.465,27.475,1.414,7.19,0.122,19.401
48393,6.07,47.361,29.281,23.358,1.476,7.715,0.147,17.047
48395,3.59,49.197,26.232,24.571,1.241,6.486,0.134,17.021
48421,4.71,48.628,28.27,22.864,1.105,7.698,0.153,16.276
48427,1.87,38.099,36.66,25.241,1.09,7.777,0.137,14.918
48437,3.32,31.645,35.405,32.676,1.72,7.906,0.15,21.771
48451,3.49,30.897,35.177,33.927,2.223,7.918,0.141,22.63
48453,5.72,31.09,33.936,35.343,1.807,7.737,0.14,25.059
48463,6.21,35.493,31.088,33.419,2.468,7.75,0.134,21.771
48469,1.75,53.54,20.586,25.875,1.73,6.844,0.119,19.093
48471,2.95,49.985,20.901,29.114,1.272,6.052,0.127,22.011
48477,3.89,41.455,26.887,31.658,1.485,6.953,0.139,22.833
48481,0.99,45.506,29.554,24.94,1.647,6.335,0.143,17.683
48485,2.77,37.149,36.177,26.674,1.27,7.453,0.149,17.845
48489,1.22,63.973,15.787,20.241,1.151,7.649,0.098,14.144
48491,3.42,25.426,35.796,38.777,1.956,7.535,0.147,31.483
48493,2.55,55.607,21.702,22.691,1.295,7.12,0.128,16.173
49013,21.24,45.819,32.608,21.573,3.169,7.812,0.14,16.74
49047,18.89,46.921,32.232,20.009,1.679,8.36,0.115,12.985
51001,4.88,69.517,20.318,8.567,3.552,5.688,0.098,10.57
51003,15.25,34.134,40.919,24.948,1.276,5.208,0.149,9.751
51005,27.92,37.034,42.412,20.498,1.273,5.241,0.143,7.375
51007,11.17,51.395,26.041,22.564,0.9,5.066,0.145,7.454
51011,11.2,41.237,33.149,25.614,1.213,5.309,0.129,9.561
51015,17.31,38.291,38.566,23.143,1.624,5.41,0.136,10.747
51019,17.83,50.614,27.866,21.519,1.219,5.189,0.138,7.802
51021,27.99,36.871,42.548,20.581,1.627,5.286,0.142,7.928
51023,18.85,38.672,37.155,24.173,1.595,5.322,0.142,10.216
51025,9.63,46.204,29.751,24.045,0.992,5.247,0.142,7.362
51029,14.4,45.605,30.987,23.093,1.042,5.383,0.139,8.788
51033,8.79,62.585,24.565,12.85,2.18,5.32,0.119,8.359
51036,5.13,49.875,32.249,17.877,2.006,5.083,0.139,8.756
51037,9.06,48.032,29.534,22.434,1.019,5.402,0.14,6.916
51041,8.62,60.987,23.126,15.887,1.335,5.152,0.125,6.955
51043,12.77,33.618,43.392,22.99,1.492,5.545,0.149,10.21
51047,11.62,33.558,42.987,23.455,1.167,5.161,0.151,10.635
51049,11.69,55.123,23.88,20.998,1.076,5.649,0.142,8.237
51057,4.49,58.411,27.595,13.894,2.295,5.059,0.133,9.528
51061,10.99,36.714,41.656,21.63,1.145,5.22,0.152,9.454
51065,9.18,40.277,37.113,22.61,1.107,5.298,0.14,7.951
51067,24.32,42.401,34.553,23.045,1.408,5.211,0.143,8.481
51069,16.85,35.128,42.322,22.55,1.392,5.602,0.144,8.094
51073,5.9,63.608,21.879,13.139,2.566,5.172,0.127,9.493
51075,11.39,47.495,28.22,24.285,1.044,5.278,0.143,7.876
51081,5.64,49.839,26.846,23.315,0.955,5.125,0.134,7.718
51083,10.03,44.124,32.774,23.102,0.987,5.547,0.149,7.334
51085,9.57,57.993,23.058,18.949,1.33,5.169,0.128,7.319
51087,5.44,56.171,25.196,18.634,1.429,5.133,0.135,7.366
51093,4.57,60.938,21.768,17.295,3.04,5.016,0.117,11.158
51097,4.89,62.228,21.442,16.329,2.264,5.44,0.126,9.364
51101,4.7,66.07,21.039,12.891,2.103,5.338,0.111,8.352
51105,25.8,31.315,42.495,26.19,1.021,5.538,0.151,8.852
51107,10.62,30.127,48.315,21.557,1.181,5.294,0.152,9.762
51109,9.82,44.276,33.683,22.042,1.345,5.367,0.145,9.142
51111,10.91,46.669,30.29,23.041,1.409,5.371,0.146,8.53
51113,11.88,40.116,37.359,22.525,1.439,5.273,0.15,7.584
51115,3.29,56.663,27.362,15.975,2.93,5.117,0.146,11.517
51117,7.15,41.87,34.942,23.188,1.072,5.632,0.146,7.249
51119,4.79,54.0,30.215,15.785,2.622,4.998,0.131,9.792
51121,17.1,33.023,44.397,22.581,1.51,5.418,0.153,10.932
51127,5.07,57.339,27.333,15.208,3.301,5.064,0.134,11.846
51131,7.26,75.515,16.842,7.643,1.397,5.727,0.081,4.757
51133,5.28,49.562,33.162,17.276,1.762,4.862,0.158,8.54
51135,9.41,54.253,25.855,19.892,1.111,5.405,0.137,6.626
51137,9.42,35.037,40.43,24.533,1.258,5.3,0.153,10.611
51139,23.49,40.199,38.214,21.587,1.575,5.165,0.14,10.177
51141,21.52,44.305,31.999,23.697,2.093,5.218,0.138,9.806
51143,12.73,49.892,28.01,22.098,0.947,5.339,0.131,6.99
51145,8.45,48.036,29.018,22.945,0.942,5.216,0.137,7.299
51147,10.07,48.854,29.112,22.033,1.035,5.416,0.143,7.206
51149,4.6,43.766,35.73,20.503,1.295,5.007,0.138,8.268
51153,10.35,42.789,37.142,20.069,1.82,5.123,0.15,10.216
51157,13.2,45.197,35.257,19.524,1.476,5.112,0.146,7.054
51159,3.06,56.484,28.522,14.83,2.63,4.934,0.138,10.386
51163,25.13,43.417,35.879,20.704,1.338,5.3,0.144,8.109
51165,16.41,37.032,37.072,25.403,1.492,5.453,0.14,10.355
51169,29.88,31.247,42.379,26.374,1.206,5.471,0.139,9.999
51171,19.42,33.685,40.919,25.396,1.473,5.458,0.141,9.975
51173,22.96,33.718,42.099,23.782,1.429,5.463,0.147,8.92
51175,5.05,64.546,20.429,15.024,2.305,5.327,0.123,9.473
51177,10.88,50.744,30.486,18.77,1.2,5.202,0.135,6.933
51179,8.59,52.211,29.212,18.577,1.654,5.082,0.146,8.823
51181,5.06,51.436,29.556,18.437,2.469,5.042,0.14,10.979
51183,5.7,57.575,24.554,17.87,1.602,5.21,0.13,7.93
51191,21.98,31.939,45.577,22.484,1.099,5.419,0.155,8.136
51193,3.8,48.46,36.375,14.999,2.902,5.004,0.145,11.242
51197,20.59,33.367,43.379,23.255,1.551,5.397,0.146,8.192
51550,1.7,58.414,28.273,13.312,8.231,5.036,0.161,18.17
51800,2.47,67.141,20.573,11.703,4.212,5.023,0.12,12.412
51810,2.31,58.578,29.956,11.465,8.99,4.873,0.142,22.599
53001,11.01,40.985,49.941,9.074,1.078,7.655,0.172,9.198
53021,14.67,48.231,44.072,7.697,0.871,7.458,0.162,7.632
53025,11.53,50.764,40.904,8.332,1.249,7.546,0.155,9.738
54003,16.52,30.341,44.478,22.404,3.275,5.911,0.159,14.571
54037,14.29,28.003,48.596,23.354,2.049,5.805,0.163,12.848
54063,23.29,27.177,51.786,21.037,4.186,5.257,0.144,14.025
54065,26.2,38.044,42.875,18.252,4.756,5.264,0.133,15.715
54071,28.74,34.089,42.9,20.481,3.224,5.227,0.128,10.242
54075,23.18,24.928,49.134,19.998,12.478,5.058,0.166,22.219
54077,18.69,29.614,46.885,21.906,5.182,5.037,0.141,12.268
55001,5.3,72.402,18.175,9.286,7.085,5.903,0.145,13.106
55003,9.95,56.171,29.168,8.701,9.676,5.31,0.178,27.353
55005,7.41,41.81,42.872,10.221,6.287,5.769,0.193,17.01
55007,9.72,58.258,23.373,9.372,8.936,5.414,0.167,28.748
55009,6.67,41.969,36.502,19.346,4.873,6.772,0.182,18.412
55011,12.12,44.513,42.476,13.011,3.702,6.045,0.18,14.65
55013,6.9,59.444,22.978,7.739,11.37,5.66,0.171,29.907
55015,5.86,42.383,39.07,18.307,5.504,6.795,0.189,15.389
55017,6.67,43.746,41.288,11.155,4.846,5.872,0.189,15.966
55019,5.0,51.906,36.543,9.966,8.252,5.311,0.184,17.157
55021,8.17,49.334,36.056,14.526,3.849,6.429,0.176,14.121
55023,15.43,36.122,49.218,14.66,1.956,6.158,0.185,12.299
55025,12.08,31.128,50.067,18.698,3.207,6.355,0.201,15.818
55027,7.72,26.929,53.247,19.73,4.634,6.793,0.209,17.33
55029,6.04,56.668,26.112,14.089,8.15,6.717,0.175,22.973
55033,10.77,49.89,38.187,11.923,3.34,5.988,0.174,12.694
55035,7.26,57.539,31.472,10.468,5.796,5.836,0.171,14.987
55039,7.72,26.307,50.875,22.137,4.421,6.662,0.205,18.55
55043,16.65,29.461,52.405,18.133,2.604,6.294,0.193,16.599
55045,9.31,27.091,53.418,19.399,3.126,6.303,0.206,16.254
55047,7.92,45.9,37.694,15.405,5.202,6.57,0.181,14.199
55049,13.69,30.041,52.499,17.46,2.671,6.257,0.193,15.6
55053,6.4,60.689,29.152,10.159,9.918,5.516,0.182,18.445
55055,6.12,40.323,42.214,17.287,5.687,6.718,0.201,17.131
55057,7.65,55.834,32.792,11.374,8.71,5.71,0.183,18.499
55059,6.11,33.6,44.83,19.687,5.571,6.628,0.202,19.382
55061,8.45,40.407,38.51,18.471,4.788,6.75,0.181,19.047
55063,14.21,46.665,40.726,12.609,3.913,6.073,0.177,14.92
55065,12.96,23.047,56.512,20.299,2.881,6.358,0.206,18.03
55067,4.48,43.8,46.222,8.533,12.321,5.536,0.201,23.824
55069,6.71,50.946,40.186,8.108,7.022,5.472,0.177,14.51
55071,6.71,46.219,36.427,17.226,4.671,6.737,0.179,14.552
55073,6.1,44.607,41.268,9.709,5.763,5.703,0.175,16.009
55075,6.79,64.098,23.867,8.237,10.218,5.928,0.161,20.516
55077,6.76,66.589,22.786,10.591,5.827,6.416,0.159,13.325
55079,5.68,30.341,49.179,20.662,5.723,6.722,0.207,19.68
55081,10.84,43.492,43.139,13.369,7.27,5.947,0.195,17.609
55083,7.74,65.682,23.694,8.142,8.99,6.112,0.156,20.719
55087,5.38,41.914,37.74,17.688,6.593,6.583,0.196,21.891
55089,6.97,34.689,44.927,20.096,7.01,6.842,0.207,20.141
55091,12.78,49.154,38.764,12.082,3.887,6.076,0.174,14.641
55093,11.91,40.947,45.435,13.618,1.914,6.163,0.184,11.128
55095,8.03,57.362,27.471,8.583,6.703,5.718,0.164,24.013
55097,4.82,64.794,21.254,6.955,8.89,5.746,0.164,25.609
55099,8.48,46.223,37.754,7.884,9.924,5.4,0.191,32.143
55101,6.09,33.407,45.005,19.651,5.468,6.62,0.203,19.34
55103,14.43,40.122,45.666,14.212,2.955,6.181,0.183,14.129
55105,8.16,38.756,41.779,18.748,4.279,6.452,0.196,17.47
55107,7.04,44.8,38.063,8.157,9.837,5.52,0.191,27.442
55109,8.89,41.792,43.101,13.709,3.336,6.08,0.189,15.431
55111,10.53,43.09,42.227,14.586,4.917,6.07,0.188,14.991
55113,8.81,50.161,33.699,7.491,9.583,5.467,0.182,26.357
55115,6.41,63.132,24.902,8.658,6.94,6.041,0.158,15.947
55117,7.16,36.754,42.066,19.133,7.152,6.797,0.2,20.937
55119,7.56,36.129,47.687,9.182,9.289,5.525,0.207,24.349
55121,11.41,45.218,41.386,13.396,4.882,6.033,0.186,17.173
55123,15.34,32.471,52.488,15.041,2.675,6.201,0.194,14.25
55127,8.01,31.538,49.025,19.253,4.395,6.587,0.205,17.167
55129,8.28,56.084,28.405,6.965,8.955,5.523,0.167,24.083
55131,8.05,34.602,46.928,18.702,4.906,6.795,0.208,15.915
55133,6.68,34.398,46.306,19.415,5.616,6.692,0.202,19.593
55135,6.02,63.283,23.947,11.141,6.277,6.13,0.146,18.149
55137,4.51,70.392,17.782,11.826,9.448,6.091,0.156,16.004
55139,4.67,40.512,39.166,20.242,6.827,6.667,0.191,17.938
55141,3.07,55.514,31.733,9.469,11.661,5.338,0.195,22.501
56031,10.68,58.864,24.643,15.661,1.329,7.729,0.133,10.14
56043,12.63,42.531,31.56,25.66,0.987,7.794,0.15,16.954
